text,label,label_encoded
PERRYS STEAKHOUSE SAN ANTONIO T,Entertainment,0
CENTINELA IMPERIAL,Entertainment,0
CAFE OHIA VOLCANO,Entertainment,0
INJERACOM LOS ANGELES,Entertainment,0
MAWS VITTLES BROOKSVILLE,Entertainment,0
JAPANESE S SARASOTA,Entertainment,0
MUD WASHINGTON,Entertainment,0
SENECA GOLF CLUB SENECA,Entertainment,0
KING TACO MONTE,Entertainment,0
BREWED FORT WORTH T,Entertainment,0
CAFE GUY GALLARD NEW YORK,Entertainment,0
A W ALL AMERICAN FOO WEBSTER,Entertainment,0
JODEOS HALLIDAY,Entertainment,0
JUSTIN THYME CAFE CROTON HUD,Entertainment,0
SPLASH CAFE PISMO BEACH,Entertainment,0
G G BREWERS BREWIN GLENSIDE,Entertainment,0
BEACON GROUP TUCSON,Entertainment,0
HOOD RVR GOLF CNTRY HOOD RIVER,Entertainment,0
SERGIOS PIZZA RALEIGH,Entertainment,0
GIWA PHILADELPHIA,Entertainment,0
WALKS BISTAU LAFAYETTE,Entertainment,0
PETES BURGERS DOWNEY,Entertainment,0
POLLARDS CHICKEN VIRGINIA BEAC,Entertainment,0
TIME OUT RHOME T,Entertainment,0
LORIS FAMILY RESTURAN CALDWELL,Entertainment,0
NAZARETH DINER NAZARETH,Entertainment,0
MATTIE SOPRANOS DENVER,Entertainment,0
TEAS CORRAL MICHIGAN MICHIGAN CITY,Entertainment,0
LANZAS ITALIAN FOOD STATELINE,Entertainment,0
ROMP N ROLL LYNCH LYNCHBURG,Entertainment,0
KENT FAMILY DRIVE KENT,Entertainment,0
THE GOAT SOUP WHISKE KEYSTONE,Entertainment,0
GIBS INC QPS LONG BEACH,Entertainment,0
U LIKE WORLD BUFFE MESA,Entertainment,0
CHECK CRD PUR RTRN DESERT STAR THEATER SALT LAKE CIT,Entertainment,0
ARLEQUIN FOOD,Entertainment,0
ATHENS FAMILY REST NASHVILLE,Entertainment,0
RED HILLS MARKET DUNDEE,Entertainment,0
ZOLYS HOUSTON T,Entertainment,0
COUNTRY BOYS RESTAURAN PHOENI,Entertainment,0
JESSES KCBBQ LAS CRUCES,Entertainment,0
WHALEYS EDISTO ISLAND,Entertainment,0
EDIBLES COFFEE SHO LOS ANGELES,Entertainment,0
HUGO AMERICAN LEGI HUGO,Entertainment,0
DASK HOLLADAY,Entertainment,0
EILERS PLACE PUEBLO,Entertainment,0
BEN LOMOND GOLF HARRISVILLE,Entertainment,0
LUIGI ORTEGAS ONARD,Entertainment,0
DEBIT CRD PUR INTL SAMS ENSENADA ENSENADA BCN M,Entertainment,0
DEBIT CRD PUR INTL TACOS LEAL C NAC MONTERREY M,Entertainment,0
LITTLE PUB RIDGEFIELD,Entertainment,0
HUNAN INC STEWARTVILLE,Entertainment,0
EPRESS MIE,Entertainment,0
GRINDERS COFFEE PHOENI,Entertainment,0
CHECK CRD PUR RTRN SKATE CITY WESTMINSTER DENVER,Entertainment,0
BARTER THEATRE GIFT ABINGDON,Entertainment,0
NORTH GRILL BOSTON,Entertainment,0
BANGKOK CUISINE OMAHA,Entertainment,0
WYOMING DINOSAUR CENTE THERMOPOLIS,Entertainment,0
ARCHERY,Entertainment,0
BLUEFIN SEAFOOD TUCSON,Entertainment,0
THE PIMENTO GRILL WASHINGTON,Entertainment,0
LIT L PEPPER GOURMET SAN DIEGO,Entertainment,0
BLOCKBUSTER INC T,Entertainment,0
BEGUI RECORDS LLP,Entertainment,0
CHECK CRD PUR RTRN KFCLJS BRIGHTON,Entertainment,0
PIZZA COMPANY NORTH LITTLE,Entertainment,0
OLIVES PIZZA BAR MARINE SAI,Entertainment,0
DEBIT CRD PUR INTL SUEDSALZSALZBERGWERK BERCHTESGADEN,Entertainment,0
VILLAGE THEATRE ISSA,Entertainment,0
FORTE CAFE SCOTTSDALE,Entertainment,0
VILAS RESTAURANT,Entertainment,0
VIP LOUNGE RESTA TREASURE ISLA,Entertainment,0
THUNDER GRILL NEW YORK,Entertainment,0
LITTLE BOHEMIA LODGE I MANITOWISH,Entertainment,0
JASMIN INC GLENSIDE,Entertainment,0
HOUSE FORT MYERS,Entertainment,0
RINCONCITO BELLINGHAM,Entertainment,0
GERRYS GRILL UNION CITY,Entertainment,0
OZZIES TACOS BILLINGS,Entertainment,0
ARTIST ARENA LLC ARTISTARENAC,Entertainment,0
SIDEKICK BAR AND G PERE,Entertainment,0
ROSIES COZY KITCHE GLADYS,Entertainment,0
MARY LOUS CAFE SAN ANTONIO T,Entertainment,0
DEBIT CRD PUR INTL CULTO CAFFE TESSERA,Entertainment,0
SPOONRIVER MINNEAPOLIS,Entertainment,0
ISLANDS FRESH,Entertainment,0
AMBROSIA GREEK FOOD MISSOULA,Entertainment,0
NFSSPRG FIT,Entertainment,0
JECKYLL HYDES SPRINGFIELD,Entertainment,0
HOME RESTAURANT LOS ANGELES,Entertainment,0
PRESERVATION VIRGI BEAVERDAM,Entertainment,0
REGAL BAGELS VEIW,Entertainment,0
J BAR GRILL INWOOD,Entertainment,0
SSMGREELEY TRIBUNE,Entertainment,0
CRICKETS BAR GRILL AMERY,Entertainment,0
CHAMPS PUB AND DELI SAN DIEGO,Entertainment,0
KENNEDYS PUB MARLBRO,Entertainment,0
CENTRAL SAPC SANTA MONICA,Entertainment,0
BUCK HILL SKI AREA BURNSVILLE,Entertainment,0
LALAS ARGENTINE STUDIOCITY,Entertainment,0
JADES T,Entertainment,0
SAMMYS BURGERS AND SUB HUNTINGTON,Entertainment,0
RUE CLER,Entertainment,0
SUNRAY GAMING FARMINGTON,Entertainment,0
RDS DRIVE INN PAGE,Entertainment,0
FISH AND CHICKE MEMPHIS,Entertainment,0
ISLAND CHICKEN GRI MIAMI,Entertainment,0
HARRY IZZYS INDIANAPOLIS,Entertainment,0
HIP HOP RD GREELEY,Entertainment,0
BAYOU JACKS CAJUN ROANOAK T,Entertainment,0
POBLANO RESTAURANTE COLORADO SPRI,Entertainment,0
COOK WOK CHEYENNE LAS VEGAS,Entertainment,0
BWW NORTH CHARLESTON NORTH CHARLES,Entertainment,0
GUS KEYSTONE FAMILY R MOUNT JOY,Entertainment,0
ANCIENT MARINER MYSTIC,Entertainment,0
NAKWON HOUSE LOS ANGELES,Entertainment,0
JANNAH RESTAURANT SAN FRANCISCO,Entertainment,0
INTHARBOR YACHT C DEL MAR,Entertainment,0
PORT ORANGE PORT ORANGE,Entertainment,0
HALE CENTRE THEATRE,Entertainment,0
YANGS NOODLES SHORELINE,Entertainment,0
GOODTIME CHARLEYS,Entertainment,0
ZILLY BEE CAFE,Entertainment,0
KEOKIS ROADSIDE CAFE KAILUA KONA,Entertainment,0
JUNIPER RESTAURANT EDWARDS,Entertainment,0
REGAL ESCONIDO STADIUM SAN JACINTO,Entertainment,0
SUPERSTAR VIDEO GLENDALE,Entertainment,0
BIGCERAMICSTORECOM,Entertainment,0
SANTACAFE SANTA,Entertainment,0
MTS TH SAINT CLOUD,Entertainment,0
REDSTONE SEDONA,Entertainment,0
BOBCAT NATION SPOR SAN MARCOS T,Entertainment,0
LUPES HALA KAPAA,Entertainment,0
SIDE STREET CAFE NEWBURY PARK,Entertainment,0
ORIENTAL JADE CHANDLER,Entertainment,0
TWIN CITY GROVES T MACH INL,Entertainment,0
TACO REPUBLIC KANSAS CITY,Entertainment,0
HAUTE CUISINE VICTORIA,Entertainment,0
CLEM MIKESKAS BARBQ CAMERON T,Entertainment,0
UPLAND ARENA SPORT UPLAND,Entertainment,0
TERRAPIN STATION SMOKI,Entertainment,0
CRICKET MEADOW TEA LITCHFIELD,Entertainment,0
THE HIL PALMETTO,Entertainment,0
COMEDY ATTIC BLOOMINGTON,Entertainment,0
CHECK CRD PUR RTRN GOLF CLUB ESTRELLA GOODYEAR,Entertainment,0
PRIMOS EAGLE MERIDIAN,Entertainment,0
DEBIT CRD PUR INTL PIZZA C CALGARY,Entertainment,0
HMD BON APPETIT,Entertainment,0
DEPOT CAFE FRISCO T,Entertainment,0
MOEIDA ASIAN BISTRO WOODINVILLE,Entertainment,0
CONVENTION CENTER A PROVIDENCE,Entertainment,0
MYSTIC RESTAURANT TRENTON,Entertainment,0
IRISH BRED PUB G,Entertainment,0
LALLA GRILL MONTEREY,Entertainment,0
CAFFE JAVA BREW CYPRESS,Entertainment,0
CHANG TUAN SHANGHAI,Entertainment,0
SIMPANG ASIA LOS ANGELES,Entertainment,0
CHINA BUFFET BULLHEAD CITY,Entertainment,0
RATTLE N HUM NEW YORK,Entertainment,0
OMI SUSHI WEST HOLLYWOO,Entertainment,0
BURRITO WALLA WALLA E,Entertainment,0
DEBIT CRD PUR INTL MORTALONLINECOM MALMO,Entertainment,0
QUE PASA CANTINA PORTLAND,Entertainment,0
PIZZA DEAR MOTO LAS VEGAS,Entertainment,0
JOEY CS ROADHOUSE MILFORD,Entertainment,0
SHOE STRING PRODUC DEER ISLAND,Entertainment,0
DEBIT CRD PUR INTL SOSTA GOLOSI FIRENZE,Entertainment,0
IHOP ELHOP LAKE ELSINORE,Entertainment,0
CANTON HOUSE JUNEAU,Entertainment,0
CHECK CRD PUR RTRN HARKINS THEATRES TEMPE,Entertainment,0
THE AWFUL WAFFLE PROVO,Entertainment,0
STEINSCOM T,Entertainment,0
HOBOS PORTLAND,Entertainment,0
SUSHI HEAVEN SARATOGA,Entertainment,0
HONEST ABES LINCOLN,Entertainment,0
FROSTYS RESTAURANT HAINES JUNCTI,Entertainment,0
BOBICKS GOLF FORT WAYNE,Entertainment,0
THAI HARMONY CAFE DIAMOND BAR,Entertainment,0
MOLINAS MIDWAY RESTAU TUCSON,Entertainment,0
GALLEY NEWPORT BEACH,Entertainment,0
HANGAR THE WHAR JUNEAU,Entertainment,0
FENCE POST SUPPER,Entertainment,0
BUDS FOOD AND DRIN SCHOOLCRAFT,Entertainment,0
CHI THAI CHINESE CHARLOTTE,Entertainment,0
GRUMPYS RESTAURANT STARKVILLE,Entertainment,0
CAFE LAIT PHOENI,Entertainment,0
PIETROS ITALIAN CHESTER,Entertainment,0
JIMS FAMOUS BURGE ROSEMEAD,Entertainment,0
CAFE DEL RIO BEAUMONT BEAUMONT T,Entertainment,0
BAYSIDE HUT KEY BISCAYNE,Entertainment,0
FOUR WAY BAR SUAMICO,Entertainment,0
MANNYS EPRESS,Entertainment,0
MEICO SAN FRANCISCO,Entertainment,0
Z TEAS HOUSTON T,Entertainment,0
YANGTZE RIVER RESTAURA SAINT LOUIS P,Entertainment,0
BRIDGE BAR EATING HOUNSLOW,Entertainment,0
RETURN CLAIRES BOUTIQCLAIRE S BTRACY,Entertainment,0
BLACK PEPPER PHO BOULDER,Entertainment,0
PERFECT SLICE PIZZA SAN ANTONIO T,Entertainment,0
LANSKYS COUNCIL BLUFF,Entertainment,0
EVANS KITCHEN SACRAMENTO,Entertainment,0
OLD TIMER CAFE IGNATIUS,Entertainment,0
LUKES SPORTS BAR ROCK HILL,Entertainment,0
MOMIJI EPRESS LINCOLN CITY,Entertainment,0
SANGRIA GRILL MOSCOW,Entertainment,0
ROSITA CHINA BUFFET CENTRO,Entertainment,0
MANUELS RESTAURANT TEMPE,Entertainment,0
DEBIT CRD PUR INTL SARL SPC PARIS,Entertainment,0
ANHEUSER BUSCH GIF LOUIS,Entertainment,0
JIMBOYS TACOS SACRAMENTO,Entertainment,0
CULVERSOF BELLVUE BELLEVUE,Entertainment,0
NICKOS PIZZA VAN WERT,Entertainment,0
PRIMA DANCE ARIZONA CAVE CREEK,Entertainment,0
ALADDIN RESTAURANT N M CEDAR RAPIDS,Entertainment,0
JIAN BBQ WEST HOLLYWOO,Entertainment,0
PING HOUSE MIAMI SPRINGS,Entertainment,0
FENCE PRODUCTS INT LOVELAND,Shopping,4
MILA COUTURE RIGBY,Shopping,4
DIECAST AUTO T,Shopping,4
SAKS DIRECT,Shopping,4
ALOHA THE BEACH CLEARWATER,Shopping,4
HONGS TRADING CHESTERFIELD,Shopping,4
PROFLOWERSCOM,Shopping,4
CALIF GOLF COURSE SUPT,Shopping,4
VIP PAPER SCRAPBOOKS ROCHESTER,Shopping,4
HSA CARD PURCHASE MERCY COMMUNITY BATTLE CREEK,Shopping,4
GOLDEN VEGGIE MARKET SAN FRANCISCO,Shopping,4
COST LESS MODESTO,Shopping,4
HURD WINDOWS DOO,Shopping,4
DONUTS OCEANSIDE,Shopping,4
WIZARD COIN SUPPLY,Shopping,4
DEBIT CRD PUR INTL LIVIUS FOOTWEAR NOGALES SON M,Shopping,4
J J BERRY MOSSY ROCK,Shopping,4
CHECK CRD PUR RTRN CORNINGWARE CORELLE TEMPE,Shopping,4
RELIANCE TELEPHONE,Shopping,4
HCKHITCHCOCK SHOE,Shopping,4
WEST WORLD PAINTBALL A PHOENI,Shopping,4
RUSH LIQUOR MANKATO,Shopping,4
THE AMMO PLACE FLAGSTAFF,Shopping,4
DEBIT CRD PUR INTL WWWHEATHERGEMS INTERNET,Shopping,4
KLINE ACADEMY FINE LOS ANGELES,Shopping,4
S FOOD MART TUSCALOOSA,Shopping,4
BEDROSIAN BLDG SUPPLY PALM DESERT,Shopping,4
ORO GOLD VALACHIA,Shopping,4
THE FUN SISTERS MINNEAPOLIS,Shopping,4
NUTRISHOP IRVINE IRVINE,Shopping,4
OMERICA BODY JEWELRY DENVER,Shopping,4
BARGAIN SUIT LOS ANGELES,Shopping,4
CHEMISTS N DRUGGIS BOYNTON BEACH,Shopping,4
SCOUT APPAREL LLC SEATTLE,Shopping,4
ISLAND RAGPICKER OCRACOKE,Shopping,4
FTDVEE FLORAL,Shopping,4
MAUI TROPICAL PLNT WAILUKU,Shopping,4
TODDS NORTHSIDE ELIZABETH CIT,Shopping,4
ALL ETT BILLFOLDS POWAY,Shopping,4
LUCKY LIQUORS MAHNOMEN,Shopping,4
DEBIT CRD PURCHASE EMONNTRUST KIBRIS,Shopping,4
U STOP CONVENIENCE STO MESA,Shopping,4
VOLER TEAM APPAREL GROVER BEACH,Shopping,4
GLOBAL MERCHANDISE ARLINGTON T,Shopping,4
PARKER HARDY OGDEN,Shopping,4
ENGELBERG ANTIKS SALEM,Shopping,4
CRUISER PARTS LLC,Shopping,4
CHECK CRD PUR RTRN FYFFLORISTEPRESS,Shopping,4
JEWETTS IGA STERLING,Shopping,4
CHECK CRD PUR RTRN GREAT NORTHERN HEA,Shopping,4
FASHION CONSIGN LINCOLN,Shopping,4
UJSPNMAGAZNE PH,Shopping,4
CRAZY PAINT MOHEGAN,Shopping,4
CHOCOLAT FREDERICKSBUR T,Shopping,4
MLM TIPPIN MYLUNCHMONEY T,Shopping,4
CHECK CRD PUR RTRN FTDCOUNTRY FLOWER VIRGINIA BEAC,Shopping,4
MEHER JEWELERS CLEARWATER,Shopping,4
REI BERKELEY BERKELEY,Shopping,4
PROUDPRODUCERSCOM,Shopping,4
BATES LEATHERS LAKEWOOD,Shopping,4
IMAGE DISPLAYS WILMINGTON,Shopping,4
CHECK CRD PUR RTRN HOYS TRUE VALUE HARDWA SWEET HOME,Shopping,4
BANANA CALL,Shopping,4
SACS FAMILY STORE LEESBURG,Shopping,4
PALMER TRADING COMPANY NEW YORK,Shopping,4
NINAS INDIAN BRITISH LAKE FOREST,Shopping,4
DEBIT CRD PUR INTL SHOPPERS DRUG MART BRANDON,Shopping,4
CHECK CRD PUR RTRN KARAVEL SHOES AUSTIN T,Shopping,4
UVC MAINTENANCE WMF,Shopping,4
HOME DELI GROCEQ SEATTLE,Shopping,4
PTAKS FORMAL WEAR INC UNIONTOWN,Shopping,4
FARM SIMILARES HERMOSILLO M,Shopping,4
B AND B CACTUS FARM TUCSON,Shopping,4
VIP SAN RAFAEL SAN RAFAEL,Shopping,4
THEISENS IOWA FALLS,Shopping,4
HILLTOP DELI CAJON,Shopping,4
RONAN HARVEST FOODS RONAN,Shopping,4
HANG OUT HOUSTON T,Shopping,4
BRUCES SPEED SHOP ROCKAWAY BORO,Shopping,4
SEEGERS MEATS AND LEBANON,Shopping,4
HAL LEONARD CORP,Shopping,4
BAD ACE VAPOR LOUN ROCKWALL T,Shopping,4
RESOLUTE MILITARY COMM,Shopping,4
CORNER MART GILCREST,Shopping,4
SMG PINNACLE SUITE LINCOLN,Shopping,4
LUNIEVA BOULDER,Shopping,4
ISNORKEL COM,Shopping,4
PIERRES FINE PIAN,Shopping,4
PEAVEY MART LETHBRIDGE,Shopping,4
STOP LOOK AND LEAR GREENACRES,Shopping,4
YOSTMARK MOUNTAIN EQUI DRIGGS,Shopping,4
HHF MAIN SHOP MISSISSAUGA,Shopping,4
COSTLESS AUTO PARTS TUCSON,Shopping,4
DAVIDSON AUTO SALVAGE,Shopping,4
WEST BEVERAGES TUSCUMBIA,Shopping,4
NOLS ADMISSIONS,Shopping,4
FIRECRACKER JOES SHAWNEE,Shopping,4
A UNIFORM COMPANY,Shopping,4
ROOTS HOME GARDEN PROVINCETOWN,Shopping,4
MPAF GALLERY MONTEREY,Shopping,4
JOCKEY DESTIN DESTIN,Shopping,4
COP HOUSTON CA HOUSTON T,Shopping,4
PAULS PET FOOD,Shopping,4
ABBOTS DRUG STORE BELLEVILLE,Shopping,4
ONEPOINT PATIENT CARE,Shopping,4
THE FREEZE FROZEN GUNTERSVILLE,Shopping,4
HOFFAS DOWNTOWN LIQUO GREELEY,Shopping,4
DECAL WORKS CAL,Shopping,4
CHECK CRD PUR RTRN MOUNTAIN STATES TOYOTA DENVER,Shopping,4
TERRESSENTIALS INT,Shopping,4
ANTHOYS SAN ANTONIO T,Shopping,4
STYLISH STITCHES ARTESIA,Shopping,4
FUQUAY GUN GOLD FUQUAY VARINA,Shopping,4
DEBIT CRD PUR INTL PRONAUTICA MALL SPORT SANTIAGO,Shopping,4
LARRYS SUPERMARKET PELICAN RAPID,Shopping,4
DEBIT CRD PUR INTL TELECOM HONG KONG MACAU,Shopping,4
ROGANSWORKBOOTS COM,Shopping,4
HSA CARD PURCHASE GRAPEVINE DRUG MAR GRAPEVINE T,Shopping,4
NEWPORT GIFTS NEWPORT,Shopping,4
HEB ROCKPORT T,Shopping,4
TURCOS NORTH YORKTOWN HTS,Shopping,4
HSA CARD PURCHASE S LUCKY BAIT BATTLE LAKE,Shopping,4
BOURBON FRENCH PARFUM NEW ORLEANS,Shopping,4
MULTIMEDIA TRIPPAK,Shopping,4
WINNERS CIRCLE TAYLOR,Shopping,4
WILD RYE SEATTLE,Shopping,4
CHECK CRD PUR RTRN VAPOR KINGS SAND SPRINGS,Shopping,4
CAMPUS OUTFITTERS GAINESVILLE,Shopping,4
JUNTA MILL ELEVAT JUNTA,Shopping,4
PRALINES PRESCOTT PRESCOTT,Shopping,4
DEC GIFT SHOP CASA BLANCA,Shopping,4
LUSH SCOTTSDALE SCOTTSDALE,Shopping,4
DREAMS PARADISE GAL HILO,Shopping,4
CHECK CRD PUR RTRN ASHA ROCKVILLE,Shopping,4
FUEL DOC WILSON,Shopping,4
EQUIBRAND PRODUCTS GRO GRANBURY T,Shopping,4
BACKBLAZE BACKUP,Shopping,4
HEATHS NATURAL FOODS NEW SMYRNA,Shopping,4
HEALEO SEATTLE,Shopping,4
MOSKOVA,Shopping,4
LEISURE SUPPLY,Shopping,4
TIJERA INC BROWNSVILLE T,Shopping,4
BIDALOT COIN AUCTI,Shopping,4
JACOBS LIQUOR CROSSROADS T,Shopping,4
TAILWIND DELI WILMINGTON,Shopping,4
MITCHELL GOLF EQUI,Shopping,4
INTAVON BOUTIQUE SURPRISE,Shopping,4
DAKOTA CONVENIENCE WILLOW LAKE,Shopping,4
STL CARDINALS FAMILY LOUIS,Shopping,4
DELI FLATIRON PARK BOULDER,Shopping,4
CHECK CRD PUR RTRN CITY HARDWARE INC PHOENI,Shopping,4
RNJ SPORTS ROCKVILLE,Shopping,4
BCBG FINAL CUT CYPRESS T,Shopping,4
TLF PJS FLOWERS AND,Shopping,4
MATTRESS DISCOUNTERS I SUN CITY,Shopping,4
ROMULUS MARKETPLACE ROMULUS,Shopping,4
BNB DISTRIBUTION L MESA,Shopping,4
STAR GROCERY NOLANVILLE T,Shopping,4
FED STATE MED BOAR T,Shopping,4
RONS PRECISION MACHIN,Shopping,4
LMC TRUCK,Shopping,4
CLIFFHANGER PROVIDENCE,Shopping,4
PATCH BARRACKS COMM GERMANY,Shopping,4
TESORO INTE,Shopping,4
CEDAR NUT AND CANDY CEDAR CITY,Shopping,4
TIMES DELI NEW YORK,Shopping,4
THE EUROPA LLC,Shopping,4
DRIVE BEER FORT WORTH T,Shopping,4
PRESBY CUSTOMER SERVIC,Shopping,4
ROCKIT RESELL PORTLAND,Shopping,4
CHECK CRD PUR RTRN CALVO Y MUNAR SA MADRID,Shopping,4
CHECK CRD PUR RTRN GIANT FOOD INC RESTON,Shopping,4
LITHIAVOLKSWAGON RENO,Shopping,4
GIANT INTERACTIVE,Shopping,4
PAPERBACK ELLSWORTH ELLSWORTH,Shopping,4
ONSALE LLC,Shopping,4
TEAS JACK INC FREDERICKSBUR T,Shopping,4
U MINI MARKET WASHINGTON,Shopping,4
HSA CARD PURCHASE UNIVERSITY SPORTS OFORD,Shopping,4
GREEN LIQUOR ORLANDO,Shopping,4
TONYS DRIDOCMARINE,Shopping,4
ABATINA COLORADO SPRI,Shopping,4
BOOKSTOREOSU STILLWATER,Shopping,4
ANCESTRAL DIVIDE,Shopping,4
ALAMO PLAZA SHIRTS SAN ANTONIO T,Shopping,4
ASICS OUTLET LIVER BETHEL ISLAND,Shopping,4
FRITZS MEATS HOLDREGE,Shopping,4
CANTINHO LIQUORS ELIZABETH,Shopping,4
DEBIT CRD PURCHASE CAFE VIEW TULLAMARINE,Shopping,4
MONOGRAMS PLUS LITTLETON,Shopping,4
CYCLE THERAPY LAKE HAVASU C,Shopping,4
GITTELSON JEWELERS MINNEAPOLIS,Shopping,4
SKA EMBASSY BRT CHARLESTON,Shopping,4
LIBERTY BELL BEVER ALLENTOWN,Shopping,4
CROCS VIRGINIA BEAC,Shopping,4
ZIPPERS DALLAS T,Shopping,4
MARTIN DESIGN WORKS ENGLEWOOD,Shopping,4
ASU BHC PARENTS TEMPE,Shopping,4
ITS REIGNING CATSDO SALT LAKE CIT,Shopping,4
DEBIT CRD PUR INTL LIBRERIA GOLDONI VENEZIA,Shopping,4
CAL SPAS FORT COLLI FORT COLLINS,Shopping,4
CINDIES GIFTS INC HOUSTON T,Shopping,4
FEDERAL PLAZA LIQUORS FEDERAL HEIGH,Shopping,4
THE BOVINE BAKERY PETALUMA,Shopping,4
TATTE FINE COOKIESCAK BROOKLINE,Shopping,4
HUBBARDS MARINA,Shopping,4
CHECK CRD PUR RTRN HEALTH SMART PHARM MOORESVILLE,Shopping,4
FOREIGN UNLIMITED,Shopping,4
TREVCO MUSIC,Shopping,4
DEBIT CRD PURCHASE MEDIAWAVE KAMLOOPS,Shopping,4
MESA ASSOCIATION MESA,Shopping,4
C C SOUNDS MUSIC MONTE,Shopping,4
NOKOMIS SHOE S MINNEAPOLIS,Shopping,4
VIOLAS FLOWERS BRID SEGUIN T,Shopping,4
CHICAGO FROM THE L CHICAGO,Shopping,4
HAUNTED MANSION CAR LAKE BUENA,Shopping,4
CHECK CRD PUR RTRN LACOSTEMEBANE MEBANE,Shopping,4
BILLINGS AUTO PARTS GRAND JUNCTIO,Shopping,4
CHECK CRD PUR RTRN ACE TOWN NCOUN TAMPA,Shopping,4
FEMME PARIS SCOTTSDALE,Shopping,4
QUICK POINT DELI FLEMINGTON,Shopping,4
FRESHENS SMOOTHIES LAS VEGAS,Shopping,4
LOUS CORNER CORTLANDT MAN,Shopping,4
BASIN TRAVEL STOP DRIGGS,Shopping,4
CNAMOOGUJUM WOOLSAN,Shopping,4
CHECK CRD PUR RTRN BLAUFERGNUGEN INC,Shopping,4
CHECK CRD PUR RTRN ENVIROINKSCOM T,Shopping,4
CHECK CRD PUR RTRN EPRESS STOP TUBA CITY,Shopping,4
LITTMAN BROS LIGHTING,Shopping,4
COP STOP T,Shopping,4
LOPEZ ARIES JEWELR SAN ANTONIO T,Shopping,4
CHECK CRD PUR RTRN LOWES SUPER S LAGO VISTA T,Shopping,4
HAMPDEN PARK PAUL,Shopping,4
WILSHIRE BEAUTY LOS ANGELES,Shopping,4
CAFFE MORAGA,Shopping,4
CANDY MAIN BOERNE T,Shopping,4
COMUNE,Shopping,4
PALMETTOS APPAREL MYERS BCH,Shopping,4
BOP BRICK OVEN PIZ BALTIMORE,Shopping,4
NAMAH LLC BOULDER,Shopping,4
DION HARDWARE LUMBE DION,Shopping,4
ALLEY CHAPEL HILL,Shopping,4
EAGES NEST ANTIQUES COLUMBIA,Shopping,4
CHECK CRD PUR RTRN PATIO PACIFIC INC,Shopping,4
WRENCH CLOTHING,Shopping,4
CHECK CRD PUR RTRN JACADI ROUBAI CEDE,Shopping,4
CARBONDALE CAR CARBONDALE,Shopping,4
MAGGIE MOUNTAINEER MAGGIE VALLEY,Shopping,4
JOLLEYS PHARMACY REDWO WEST JORDAN,Shopping,4
TOOL LLC,Shopping,4
ROBURY MARKET LOS ANGELES,Shopping,4
CENTRAL TEANUNDO T,Shopping,4
YAHAN CORP WOODSIDE,Shopping,4
GET SMART PRODUCTS,Shopping,4
POUNDS PHOTOGRAPH AUSTIN T,Shopping,4
MEGS ELK CREEK SPIRIT PINE,Shopping,4
GEO APLIC BOOKSTORE ANCHORAGE,Shopping,4
U O ATHLETC EUGENE,Shopping,4
TOLMIES ACE HARDWA HOMEDALE,Shopping,4
CASA BELICOSO CIGA WALNUT CREEK,Shopping,4
CHECK CRD PUR RTRN CAPITOL BUILDING S SPRINGFIELD,Shopping,4
CHECK CRD PUR RTRN DEN BRONCOS TEAM SHOP DENVER,Shopping,4
SKYSCAPECOM INC,Shopping,4
DOGOUTDOORS T,Shopping,4
ROVEROS INC SEELEY LAKE,Shopping,4
BILLS HOME FURNISHINGS,Shopping,4
PLANET THRIFT LITTLE CANADA,Shopping,4
DEBIT CRD PUR INTL ACC CONCESSIONS TORONTO,Shopping,4
SPOONERS FROZEN BOULDER,Shopping,4
EVERY NEEDFUL THING BILLINGS,Shopping,4
FRUTTIS FROZEN YOG MYRTLE BEACH,Shopping,4
SMOKE N DRINK TOBA PASADENA T,Shopping,4
CHECK CRD PUR RTRN LINENS N THINGS,Shopping,4
PATSYS CANDIES INC COLORADO SPRI,Shopping,4
SAFEWAY STO BELMONT,Shopping,4
LEATHERGOODS CONNECTIO,Shopping,4
DEBIT CRD PUR INTL SPORTMASTER SHOP MOSCOW,Shopping,4
CHECK CRD PUR RTRN PAYPAL SMACK LLC,Shopping,4
REGENCY COLLINS FORT COLLINS,Shopping,4
PINE RANCH PARK BANNING,Shopping,4
RD AVE MINI MART GLENDALE,Shopping,4
IVIVVA COM,Shopping,4
PERSIA DOO SARAJEVO SARAJEVO,Shopping,4
RAUNCH RECORDS SALT LAKE CIT,Shopping,4
PENNSBURG ACE HARD PENNSBURG,Shopping,4
SNEAKER HUB MITRAC,Shopping,4
OATMAN GIFT SHACK OATMAN,Shopping,4
ARIZONA FIREAUTHNET,Shopping,4
JOY CHRISTIAN BOOKSTORE WABASH,Shopping,4
LIQUID SPORTS,Shopping,4
BOBS DISCOUNT LIQU SANTA CLARA,Shopping,4
SUPERCARNICERIA NORCROSS,Shopping,4
DONUT PLAZA PLANO T,Shopping,4
TRIBAL WEST LACROSSE SANDY,Shopping,4
REISS NEW YORK,Shopping,4
FLAGPOLESLADDERS,Shopping,4
FEAR TUCSON MALL TUCSON,Shopping,4
BASKET CREATIONS MOR YUMA,Shopping,4
KUKUIULA STORE KOLOA,Shopping,4
CUP FOODS MINNEAPOLIS,Shopping,4
CHECK CRD PUR RTRN DIIE SALES ANS DONALSONVILLE,Shopping,4
POTTERS WHEEL HOUSTON T,Shopping,4
